id,type,title,area_m2,rooms,floor,price_zl,price_per_m2,street,district,city,project,lat,lon,dist_km,dist_tram,tram_name,drive_tram_km,drive_tram_name,drive_rail_km,drive_rail_name,drive_ratusz_km,url
66293361,mieszkanie,4-pokojowe mieszkanie 80m2 + balkon,80.8,4,1,,,28 czerwca 1956 r.,Dębiec,Poznań,28 czerwca 1956 r.,52.36733,16.90355,5.0,0.63,Dębiec PKM,0.69,Dębiec PKM,2.77,Poznań Górczyn,5.83,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-80m2-balkon-ID4u9WL
66707014,mieszkanie,Smardzewska 8 | mieszkanie 4-pok. | A/A/4/1.5,81.58,4,1,,,ul. Smardzewska,os. Mikołaja Kopernika,Poznań,Smardzewska 8,52.38921,16.85909,5.5,0.34,Węgorka,0.88,Rondo Skubiszewskiego,4.58,Poznań Górczyn,7.1,https://www.otodom.pl/pl/oferta/smardzewska-8-mieszkanie-4-pok-a-a-4-1-5-ID4wTxA
66293561,mieszkanie,3-pokojowe mieszkanie 81m2 + loggia Bezpośrednio,81.7,3,2,,,28 czerwca 1956 r.,Dębiec,Poznań,28 czerwca 1956 r.,52.36733,16.90355,5.0,0.63,Dębiec PKM,0.69,Dębiec PKM,2.77,Poznań Górczyn,5.83,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-81m2-loggia-bezposrednio-ID4u9YZ
67717244,mieszkanie,5-pokojowe mieszkanie 85m2 + ogródek Bez Prowizji,85.09,5,0,,,ul. Miśnieńska,Junikowo,Poznań,Junique II,52.3796,16.84101,7.0,0.62,Junikowo,1.28,Cmentarna,4.39,Poznań Górczyn,9.23,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-85m2-ogrodek-bez-prowizji-ID4A8lC
67232748,mieszkanie,4-pokojowe mieszkanie 87m2 + 2 balkony,87.49,4,3,,,ul. Niedziałkowskiego,Wilda,Poznań,Vilda Arte,52.39885,16.91957,1.4,0.23,Św. Czesława,0.45,Św. Czesława,1.12,Poznań Główny,2.46,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-87m2-2-balkony-ID4y6ja
66618907,dom,Dom Kórnik Pompa ciepła Fotowoltaika dom energooszczędny,80.51,4,,489000,6074,pl. Browarowy,Kórnik,Kórnik,,52.24811,17.08378,20.5,15.87,Franowo,18.58,Szwedzka,7.26,Gądki,22.88,https://www.otodom.pl/pl/oferta/dom-kornik-pompa-ciepla-fotowoltaika-dom-energooszczedny-ID4wvCw
68061337,dom,"Dom 81 m², działka 400m2, szynobus, światłowód, sklep, szkoła, Puszcza",81,3,,509000,6284,ul. Kozakowa,Łopuchowo,Łopuchowo,,52.61476,17.09083,25.3,20.29,Błażeja,26.38,Błażeja,9.21,Murowana Goślina,31.91,https://www.otodom.pl/pl/oferta/dom-81-m-dzialka-400m2-szynobus-swiatlowod-sklep-szkola-puszcza-ID4BzRw
67370417,dom,"Blisko lasu, 600 m od Pkp, Nowe Osiedle!!!",81,3,,509000,6284,,Łopuchowo,Łopuchowo,,52.61477,17.08655,25.2,20.15,Błażeja,26.57,Błażeja,9.4,Murowana Goślina,32.1,https://www.otodom.pl/pl/oferta/blisko-lasu-600-m-od-pkp-nowe-osiedle-ID4yG7D
68147106,dom,"Dom, 120 m², Kleszczewo",120,4,,520000,4333,,Kleszczewo,Kleszczewo,,52.33355,17.16965,18.1,12.64,Franowo,19.17,Szwedzka,10.73,Swarzędz,23.47,https://www.otodom.pl/pl/oferta/dom-120-m-kleszczewo-ID4BVaS
66837817,dom,DOM w cenie mieszkania !!!,87,4,,525000,6034,,Gowarzewo,Gowarzewo,,52.36452,17.12451,13.8,8.6,Franowo,12.65,Franowo,6.04,Swarzędz,17.24,https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-ID4vrzj
68175558,dom,DOM w cenie mieszkania !!! Pompa Ciepła | Ogrzewanie podłogowe | Taras,87,3,,525000,6034,,Kruszewnia,Swarzędz,,52.3758,17.10503,12.2,7.1,Franowo,10.96,Franowo,4.36,Swarzędz,15.56,https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-pompa-ciepla-ogrzewanie-podlogowe-taras-ID4C3zM
67794707,dom,DOM w cenie mieszkania !!! Pompa Ciepła,87,3,,525000,6034,,Zalasewo,Zalasewo,,52.38865,17.07588,9.9,5.15,Franowo,7.43,Franowo,2.15,Swarzędz,12.55,https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-pompa-ciepla-ID4Asw1
66668798,dom,"Bezpośrednio. Dom 83,64 m². Ogród 230 m².",83.64,4,,529000,6325,,Trzek,Trzek,,52.35919,17.15173,15.8,10.54,Franowo,14.64,Franowo,8.03,Swarzędz,19.23,https://www.otodom.pl/pl/oferta/bezposrednio-dom-83-64-m-ogrod-230-m-ID4wJBc
67460485,dom,Trzek | Kameralne Osiedle | od 60m2,101.5,3,,529000,5212,Czereśniowa,Trzek,Trzek,,52.35643,17.17445,17.3,12.11,Franowo,17.65,Miłostowo,11.66,Swarzędz,24.69,https://www.otodom.pl/pl/oferta/trzek-kameralne-osiedle-od-60m2-ID4z3yl
65550966,mieszkanie,Nowe mieszkanie 4 pokojowe - dostępne od ręki,85.7,4,1,537000,6266,,Robakowo,Robakowo,,52.30962,17.07944,14.8,9.61,Franowo,12.92,Szwedzka,3.86,Gądki,17.22,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-4-pokojowe-dostepne-od-reki-ID4r2NE
65050216,mieszkanie,"Mieszkanie 4-pokojowe + taras! POMPA CIEPŁA, KLIMATYZACJA",85.7,4,1,537000,6266,,Robakowo,Robakowo,,52.29594,17.06865,15.5,10.57,Franowo,13.89,Szwedzka,2.49,Gądki,18.19,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-taras-pompa-ciepla-klimatyzacja-ID4oVx2
62368155,mieszkanie,PROMOCJA - Mieszkanie 4-pokojowe + taras! POMPA CIEPŁA I KLIMATYZACJA,85.7,4,1,537000,6266,,Robakowo,Robakowo,,52.29594,17.06865,15.5,10.57,Franowo,13.89,Szwedzka,2.49,Gądki,18.19,https://www.otodom.pl/pl/oferta/promocja-mieszkanie-4-pokojowe-taras-pompa-ciepla-i-klimatyzacja-ID4dGNZ
68155019,dom,"Dom 82m2 (parter, piętro, poddasze), blisko autobus, Biedronka",82,3,,539000,6573,ul. Miła,Gowarzewo,Gowarzewo,,52.36524,17.13404,14.4,9.22,Franowo,13.53,Franowo,6.93,Swarzędz,18.13,https://www.otodom.pl/pl/oferta/dom-82m2-parter-pietro-poddasze-blisko-autobus-biedronka-ID4BYew
67961172,dom,"NOWE Domy w MALOWNICZEJ Lokalizacji !! 89,88m2",89.88,4,,539000,5997,,Kórnik,Kórnik,,52.24811,17.08378,20.5,15.87,Franowo,18.58,Szwedzka,7.26,Gądki,22.88,https://www.otodom.pl/pl/oferta/nowe-domy-w-malowniczej-lokalizacji-89-88m2-ID4B9NV
67961138,dom,"Nowe domy w malowniczej lokalizacji  ! 89,88m2",89.88,4,,539000,5997,,Radzewo,Radzewo,,52.2096,17.03253,23.1,18.94,Unii Lubelskiej,27.42,Franowo,15.27,Gądki,30.89,https://www.otodom.pl/pl/oferta/nowe-domy-w-malowniczej-lokalizacji-89-88m2-ID4B9No
68147465,dom,Nowe bliźniaki w doskonałej cenie!,96,5,,540000,5625,,Pecna,Pecna,,52.18719,16.78833,26.5,22.07,Junikowo,25.36,Dębiec PKM,8.23,Czempiń,30.31,https://www.otodom.pl/pl/oferta/nowe-blizniaki-w-doskonalej-cenie-ID4BVgF
67803537,dom,FUNKCJONALNY NOWOCZESNY DOM BLISKO JEZIORA | OGRÓD | TARAS |REZERWACJA,85.8,5,,540000,6294,,Kalwy,Kalwy,,52.40293,16.60456,22.3,15.76,Junikowo,18.66,Cmentarna,10.71,Buk,27.68,https://www.otodom.pl/pl/oferta/funkcjonalny-nowoczesny-dom-blisko-jeziora-ogrod-taras-rezerwacja-ID4AuNr
96780353700067,dom,FUNKCJONALNY NOWOCZESNY DOM BLISKO JEZIORA | OGRÓD | TARAS |REZERWACJA,85.8,5,,540000,6294,,Kalwy,Kalwy,,52.40293,16.60456,22.3,15.76,Junikowo,18.66,Cmentarna,10.71,Buk,27.68,https://www.otodom.pl/pl/oferta/funkcjonalny-nowoczesny-dom-blisko-jeziora-ogrod-taras-rezerwacja-ID4AuNr
67649529,mieszkanie,Mieszkanie z ogrodem w inwestycji Nova Dachowa| B2,80.29,4,0,546774.9,6810,ul. Kręta,Dachowa,Dachowa,,52.30029,17.07803,15.5,10.45,Franowo,13.79,Szwedzka,3.61,Gądki,18.09,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodem-w-inwestycji-nova-dachowa-b2-ID4zQJr
47932016,mieszkanie,Mieszkania Sierosław,88,4,1,549000,6239,ul. Pokrzywnicka,Sierosław,Sierosław,,52.40255,16.68012,17.2,10.7,Junikowo,13.58,Cmentarna,10.22,Palędzie,22.6,https://www.otodom.pl/pl/oferta/mieszkania-sieroslaw-ID3f7j2
53862336,dom,Domy Kórnik,88,4,,549000,6239,,Kórnik,Kórnik,,52.22435,17.08657,22.9,18.42,Franowo,23.41,Szwedzka,9.91,Pierzchno,27.71,https://www.otodom.pl/pl/oferta/domy-kornik-ID3E03m
63824262,dom,Domy Sierosław,88,4,,549000,6239,,Sierosław,Sierosław,,52.40277,16.67953,17.2,10.74,Junikowo,13.5,Cmentarna,10.13,Palędzie,22.52,https://www.otodom.pl/pl/oferta/domy-sieroslaw-ID4jNBA
67283154,mieszkanie,"Dom 88,34 m2 + ogród + 2 miejsca post. + poddasze",88.34,4,0,559000,6328,,Swarzędz,Swarzędz,,52.4076,17.07351,9.5,4.81,Miłostowo,7.54,Mogileńska,2.12,Swarzędz,12.28,https://www.otodom.pl/pl/oferta/dom-88-34-m2-ogrod-2-miejsca-post-poddasze-ID4yjqa
67382787,dom,"Dom 88,34 m2 + ogród + 2 miejsca post. + poddasze",88.34,4,,559000,6328,ul. Bukowa,Rabowice,Rabowice,Os. Barwne - domy w zabudowie bliźniaczej i szeregowej,52.38786,17.11767,12.7,7.96,Franowo,10.83,Mogileńska,4.37,Swarzędz,15.57,https://www.otodom.pl/pl/oferta/dom-88-34-m2-ogrod-2-miejsca-post-poddasze-ID4yJl9
67968664,dom,"Dom 88,34 m2 + ogród + 2 miejsca post.",88.34,4,,559000,6328,,Swarzędz,Swarzędz,,52.41024,17.07804,9.8,5.11,Miłostowo,6.76,Mogileńska,2.81,Swarzędz,11.5,https://www.otodom.pl/pl/oferta/dom-88-34-m2-ogrod-2-miejsca-post-ID4BbKM
67973012,dom,"Nowoczesne domy parterowe! 4 pokoje, duże działki",89.8,4,,569000,6336,,Kalwy,Kalwy,,52.40215,16.59423,23.0,16.44,Junikowo,19.33,Cmentarna,10.81,Buk,28.34,https://www.otodom.pl/pl/oferta/nowoczesne-domy-parterowe-4-pokoje-duze-dzialki-ID4BcSU
68155062,dom,"dom 95m2 (parter,pietro,poddasze), blisko przystanek, Biedronka",95,4,,579000,6095,,Gowarzewo,Gowarzewo,,52.36452,17.12451,13.8,8.6,Franowo,12.65,Franowo,6.04,Swarzędz,17.24,https://www.otodom.pl/pl/oferta/dom-95m2-parter-pietro-poddasze-blisko-przystanek-biedronka-ID4BYfc
67789820,dom,"Dom, 105,59 m², Czerlejno",105.59,5,,580000,5493,,Czerlejno,Czerlejno,,52.35131,17.21442,20.1,14.88,Franowo,20.45,Miłostowo,14.47,Swarzędz,27.5,https://www.otodom.pl/pl/oferta/dom-105-59-m-czerlejno-ID4Arec
67039163,dom,Mosina-Krosno-Krosinko-Wiry różne lokalizacje,84.19,4,,585000,6949,,Mosina,Krosinko,,52.24316,16.85011,19.2,14.88,Dębiec PKM,15.77,Dębiec PKM,0.55,Mosina,20.72,https://www.otodom.pl/pl/oferta/mosina-krosno-krosinko-wiry-rozne-lokalizacje-ID4xhVP
67997200,dom,✅Strykowo / Gaz / 4 min Od Jeziora  ✅,102.1,4,,585000,5730,Pszenna,Strykowo,Strykowo,,52.25666,16.61549,27.4,20.52,Junikowo,28.14,Rondo Skubiszewskiego,8.56,Stęszew,34.03,https://www.otodom.pl/pl/oferta/strykowo-gaz-4-min-od-jeziora-ID4Bjb2
67246319,dom,Krosinko - ostatnie lokale!,84,4,,585000,6964,,Mosina,Krosinko,,52.24316,16.85011,19.2,14.88,Dębiec PKM,15.77,Dębiec PKM,0.55,Mosina,20.72,https://www.otodom.pl/pl/oferta/krosinko-ostatnie-lokale-ID4y9Q3
67956801,dom,Nowy etap! Bliźniaki z ogrodem,86.6,4,,587000,6778,Główna,Główna,Pobiedziska,,52.49441,17.29558,26.3,21.96,Miłostowo,26.5,Mogileńska,16.95,Kobylnica,29.65,https://www.otodom.pl/pl/oferta/nowy-etap-blizniaki-z-ogrodem-ID4B8Fr
68139723,mieszkanie,Mieszkanie jednopoziomowe na piętrze z balkonem i antresolą w 2025 r.,100.79,4,1,589000,5844,ul. Tęczowa,Dachowa,Dachowa,,52.29991,17.08645,15.9,10.78,Franowo,13.82,Szwedzka,4.61,Gądki,18.11,https://www.otodom.pl/pl/oferta/mieszkanie-jednopoziomowe-na-pietrze-z-balkonem-i-antresola-w-2025-r-ID4BUfN
67826469,dom,"Dom, 89 m², Rabowice",89,4,,589000,6618,,Rabowice,Rabowice,,52.38817,17.12503,13.2,8.46,Franowo,10.88,Mogileńska,4.42,Swarzędz,15.62,https://www.otodom.pl/pl/oferta/dom-89-m-rabowice-ID4AALj
67078754,dom,Dom nad stawem blisko Poznania,92.63,5,,589000,6359,Stawowa,Owińska,Owińska,,52.50891,16.97872,11.6,6.38,Błażeja,13.69,Jasna Rola,3.74,Bolechowo,14.93,https://www.otodom.pl/pl/oferta/dom-nad-stawem-blisko-poznania-ID4xsfo
65672765,dom,"Domy dwulokalowe 81,39 m², Śródka, pompa ciepła",81.39,4,,590000,7249,,Kleszczewo,Śródka,,52.33382,17.17116,18.1,12.72,Franowo,19.26,Szwedzka,10.81,Swarzędz,23.56,https://www.otodom.pl/pl/oferta/domy-dwulokalowe-81-39-m-srodka-pompa-ciepla-ID4ryu9
65673064,dom,"Domy dwulokalowe 81,39 m², Śródka, pompa ciepła",81.39,4,,590000,7249,,Śródka,Śródka,,52.29838,17.12645,17.9,12.58,Franowo,17.59,Szwedzka,6.83,Pierzchno,21.89,https://www.otodom.pl/pl/oferta/domy-dwulokalowe-81-39-m-srodka-pompa-ciepla-ID4ryyY
68125321,mieszkanie,Lokal Z DuŻym Ogrodem,86.66,3,0,595000,6866,"PARTEROWY, FUNKCJONALNY, WYKOŃCZENIE POD KLUCZ",Otusz,Buk,,52.35657,16.57496,25.0,17.89,Junikowo,33.02,Rondo Skubiszewskiego,5.14,Buk,38.91,https://www.otodom.pl/pl/oferta/lokal-z-duzym-ogrodem-ID4BQww
68153752,dom,Właśnie wybudowany bliźniak Wróblewo (Kostrzyn) 85 m²/100 m² całkowita,85,4,,595000,7000,Klonowa,Wróblewo,Kostrzyn,,52.37898,17.21259,19.2,14.37,Franowo,19.76,Miłostowo,13.78,Swarzędz,23.91,https://www.otodom.pl/pl/oferta/wlasnie-wybudowany-blizniak-wroblewo-kostrzyn-85-m-100-m-calkowita-ID4BXU4
67942966,dom,"Promocja Do 30.07. Parterowy,Funkcjonalny",86.66,3,,595000,6866,"PARTEROWY, FUNKCJONALNY, WYKOŃCZENIE POD KLUCZ",Otusz,Otusz,,52.35657,16.57496,25.0,17.89,Junikowo,33.02,Rondo Skubiszewskiego,5.14,Buk,38.91,https://www.otodom.pl/pl/oferta/promocja-do-30-07-parterowy-funkcjonalny-ID4B54i
68026743,dom,"Dom, 110 m², Konarskie",110,5,,597000,5427,,Czołowo,Konarskie,,52.23439,17.03762,20.6,16.45,Unii Lubelskiej,23.44,Szwajcarska,11.4,Gądki,27.02,https://www.otodom.pl/pl/oferta/dom-110-m-konarskie-ID4BqRx
68144756,dom,✅Szczytniki / 4 Lokale Środkowe/ IV kw 2026 ✅,88.5,4,,598000,6757,Choinkowa,Sypniewo,Szczytniki,,52.3059,17.00014,12.3,8.13,Unii Lubelskiej,10.68,Starołęka PKM,4.88,Gądki,22.93,https://www.otodom.pl/pl/oferta/szczytniki-4-lokale-srodkowe-iv-kw-2026-ID4BWyY
67437079,dom,Dom w zabudowie szeregowej pod Poznaniem – gotowy do wykończenia 0% pr,91.95,4,,598000,6504,,Czapury,Czapury,,52.32039,16.92345,9.8,5.38,Starołęka PKM,7.04,Starołęka PKM,7.71,Poznań Starołęka,13.27,https://www.otodom.pl/pl/oferta/dom-w-zabudowie-szeregowej-pod-poznaniem-gotowy-do-wykonczenia-0-pr-ID4yXsP
68144204,dom,Dom gotowy IV kwartał 2026/środkowy/gaz/światłowód,88.5,4,,598000,6757,Choinkowa,Szczytniki,Szczytniki,,52.2949,17.00743,13.6,9.45,Unii Lubelskiej,13.66,Starołęka PKM,4.2,Gądki,22.24,https://www.otodom.pl/pl/oferta/dom-gotowy-iv-kwartal-2026-srodkowy-gaz-swiatlowod-ID4BWq4
48105272,mieszkanie,Mieszkania Rabowice,88,4,1,599000,6807,ul. Olszynowa,Rabowice,Rabowice,,52.38651,17.11615,12.6,7.84,Franowo,10.76,Franowo,4.15,Swarzędz,15.35,https://www.otodom.pl/pl/oferta/mieszkania-rabowice-ID3fQnu
59422849,mieszkanie,Mieszkania Robakowo,88,4,1,599000,6807,Nowina,Robakowo,Robakowo,,52.30962,17.07944,14.8,9.61,Franowo,12.92,Szwedzka,3.86,Gądki,17.22,https://www.otodom.pl/pl/oferta/mieszkania-robakowo-ID41kB3
64505581,dom,"Osiedle Botanika - 2 Etap, dom 93,95 m2 + ogród 105 m2",93.95,4,,599000,6376,,Pobiedziska,Pobiedziska,,52.47435,17.27458,24.2,19.77,Miłostowo,24.52,Mogileńska,14.97,Kobylnica,27.67,https://www.otodom.pl/pl/oferta/osiedle-botanika-2-etap-dom-93-95-m2-ogrod-105-m2-ID4mEQB
68195756,dom,✅ Żabinko / Dom Przy Lesie / Działka 287 m2 ✅,125.23,5,,599000,4783,,Mosina,Mosina,,52.24831,16.8663,18.4,14.09,Dębiec PKM,16.94,Dębiec PKM,1.88,Mosina,21.88,https://www.otodom.pl/pl/oferta/zabinko-dom-przy-lesie-dzialka-287-m2-ID4C8Py
66741420,dom,"PROMOCJA! Domy 90 m² + 25 m² strychu, energooszczędna pompa ciepła",90.11,5,,599000,6647,ul. Na Skraju Lasu,Kamionki,Kamionki,,52.27892,16.99781,15.0,10.88,Unii Lubelskiej,12.94,Starołęka PKM,7.65,Gądki,23.88,https://www.otodom.pl/pl/oferta/promocja-domy-90-m-25-m-strychu-energooszczedna-pompa-ciepla-ID4v2uv
67056398,dom,"Bolechowo Osiedle Dom 89,43m2",89.43,4,,599000,6698,ul. Obornicka,Bolechowo-Osiedle,Bolechowo-Osiedle,,52.5427,16.97322,15.2,9.55,Os. Sobieskiego,13.04,Błażeja,0.73,Bolechowo,18.67,https://www.otodom.pl/pl/oferta/bolechowo-osiedle-dom-89-43m2-ID4xmqO
68002303,dom,"Bolechowo, Bolechowo Osiedle",90,4,,599000,6656,,Bolechowo-Osiedle,Bolechowo,,52.54181,16.9753,15.1,9.52,Os. Sobieskiego,13.1,Błażeja,0.57,Bolechowo,18.74,https://www.otodom.pl/pl/oferta/bolechowo-bolechowo-osiedle-ID4Bkwl
67905057,dom,Funkcjonalny dom w Pamiątkowie 90m2 / działka 500m2,90,4,,599000,6656,,Rokietnica,Pamiątkowo,,52.51359,16.74704,17.2,12.78,Os. Sobieskiego,16.29,Os. Sobieskiego,2.38,Rokietnica,24.7,https://www.otodom.pl/pl/oferta/funkcjonalny-dom-w-pamiatkowie-90m2-dzialka-500m2-ID4AWcR
56885088,dom,"Dom, 89 m², Potasze",89,5,,599000,6730,,Potasze,Potasze,,52.5241,17.02602,14.3,9.42,Błażeja,17.77,Błażeja,4.83,Bolechowo,19.33,https://www.otodom.pl/pl/oferta/dom-89-m-potasze-ID3QGpq
56883976,dom,"Dom, 89 m², Bolechówko",89,5,,599000,6730,,Bolechówko,Bolechówko,,52.52526,17.00194,13.8,8.68,Błażeja,17.14,Jasna Rola,5.41,Bolechowo,18.38,https://www.otodom.pl/pl/oferta/dom-89-m-bolechowko-ID3QG7u
56883828,dom,"Dom, 91 m², Murowana Goślina",91,5,,599000,6582,ul. Gnieźnieńska,Murowana Goślina,Murowana Goślina,,52.5712,17.02803,19.2,14.06,Błażeja,19.14,Błażeja,1.45,Murowana Goślina,24.04,https://www.otodom.pl/pl/oferta/dom-91-m-murowana-goslina-ID3QG56
48225334,dom,Mieszkanie Rokietnica,88,3,,599000,6807,Szkolna,Rokietnica,Rokietnica,,52.49724,16.73331,16.8,13.0,Os. Sobieskiego,18.01,Ogrody,4.44,Rokietnica,22.52,https://www.otodom.pl/pl/oferta/mieszkanie-rokietnica-ID3glBY
60506000,dom,Domy Rokietnica,88,4,,599000,6807,,Rokietnica,Rokietnica,,52.4976,16.73348,16.8,13.0,Os. Sobieskiego,17.96,Ogrody,4.39,Rokietnica,22.47,https://www.otodom.pl/pl/oferta/domy-rokietnica-ID45Sne
61335359,dom,Dom Swarzędz,88,4,,599000,6807,ul. tarninowa,Rabowice,Swarzędz,,52.38691,17.11409,12.5,7.71,Franowo,10.64,Franowo,4.03,Swarzędz,15.23,https://www.otodom.pl/pl/oferta/dom-swarzedz-ID49m7Z
66872589,dom,domy na sprzedaż 86 m² z ogródkiem • centrum Mosiny • wysoki standard,86.39,4,,599000,6934,ul. Cisowa,Mosina,Mosina,,52.23165,16.84114,20.6,16.28,Dębiec PKM,17.31,Dębiec PKM,1.47,Mosina,22.26,https://www.otodom.pl/pl/oferta/domy-na-sprzedaz-86-m-z-ogrodkiem-centrum-mosiny-wysoki-standard-ID4vAC9
67223972,dom,Nowoczesny Dom pod Lasem,96,4,,599000,6240,,Mrowino,Rokietnica,,52.51874,16.71347,19.3,15.08,Os. Sobieskiego,21.46,Os. Sobieskiego,5.36,Rokietnica,26.22,https://www.otodom.pl/pl/oferta/nowoczesny-dom-pod-lasem-ID4y41C
67352019,dom,Szeregowiec - 4 pokoje z ogródkiem,83.67,4,,599000,7159,,Rabowice,Rabowice,,52.39024,17.11982,12.8,8.13,Franowo,10.37,Mogileńska,3.91,Swarzędz,15.11,https://www.otodom.pl/pl/oferta/szeregowiec-4-pokoje-z-ogrodkiem-ID4yBkT
67179099,dom,"Ostatni wolny ! Duża działka, kameralne miejsce",83.77,4,,599000,7151,,Siekierki Wielkie,Siekierki Wielkie,,52.38424,17.18525,17.3,12.52,Franowo,16.19,Mogileńska,10.8,Swarzędz,20.93,https://www.otodom.pl/pl/oferta/ostatni-wolny-duza-dzialka-kameralne-miejsce-ID4xSlR
52976631,dom,Dom Robakowo,88,4,,599000,6807,,Robakowo,Robakowo,,52.30962,17.07944,14.8,9.61,Franowo,12.92,Szwedzka,3.86,Gądki,17.22,https://www.otodom.pl/pl/oferta/dom-robakowo-ID3AhDN
66378034,dom,Sprzedam dom w stanie surowym zamkniętym! Kostrzyn,126,4,,599000,4754,ul. Kórnicka,Kostrzyn,Kostrzyn,,52.38886,17.21723,19.4,14.7,Franowo,17.75,Mogileńska,12.35,Swarzędz,22.49,https://www.otodom.pl/pl/oferta/sprzedam-dom-w-stanie-surowym-zamknietym-kostrzyn-ID4uwXs
65367667,dom,Dom 92m2 działka 350m2 OSTATNI Siekierki Wielkie,92,4,,599000,6511,,Siekierki Wielkie,Siekierki Wielkie,,52.38665,17.16019,15.6,10.83,Franowo,13.39,Mogileńska,7.99,Swarzędz,18.13,https://www.otodom.pl/pl/oferta/dom-92m2-dzialka-350m2-ostatni-siekierki-wielkie-ID4qh7d
64375469,dom,Blizniak z dużą działką blisko S5,109,5,,599900,5504,Główna ,Wronczyn,Wronczyn gm. Stęszew,,52.22101,16.65345,28.2,21.88,Junikowo,31.36,Rondo Skubiszewskiego,9.42,Granowo,37.26,https://www.otodom.pl/pl/oferta/blizniak-z-duza-dzialka-blisko-s5-ID4m701
68137504,dom,"Lokal 10D | 82,30 m² | 5 pokoi | ogród | 2 miejsca postojowe | bez PCC",82.3,5,,599999,7290,,Buk,Buk,Folwarczna - domy w cenie mieszkania! 499 tysięcy w gminie Buk!,52.35477,16.51973,28.7,21.62,Junikowo,31.58,Rondo Skubiszewskiego,1.68,Buk,37.48,https://www.otodom.pl/pl/oferta/lokal-10d-82-30-m-5-pokoi-ogrod-2-miejsca-postojowe-bez-pcc-ID4BTG0
68137463,dom,"Lokal 10C | 81,80 m² | 5 pokoi | ogród | 2 miejsca postojowe | bez PCC",81.8,5,,599999,7335,,Buk,Buk,Folwarczna - domy w cenie mieszkania! 499 tysięcy w gminie Buk!,52.35477,16.51973,28.7,21.62,Junikowo,31.58,Rondo Skubiszewskiego,1.68,Buk,37.48,https://www.otodom.pl/pl/oferta/lokal-10c-81-80-m-5-pokoi-ogrod-2-miejsca-postojowe-bez-pcc-ID4BTFl
68174861,dom,"Doskonała lokalizacja, nowe osiedle,  blisko Galerii MINI.",95.58,4,,600000,6277,ul. Jodłowa,Kamionki,Kamionki,,52.29455,16.97543,13.0,8.74,Starołęka PKM,11.04,Starołęka PKM,9.04,Gądki,17.27,https://www.otodom.pl/pl/oferta/doskonala-lokalizacja-nowe-osiedle-blisko-galerii-mini-ID4C3ox
67599144,mieszkanie,Zamieszkaj w Pobiedziskach! 4 pok 94m2 |OGRÓDEK | 2 MP | 30 min Poznań,94,4,0,601000,6394,,Pobiedziska,Pobiedziska,,52.47494,17.27619,24.4,19.9,Miłostowo,24.46,Mogileńska,14.91,Kobylnica,27.61,https://www.otodom.pl/pl/oferta/zamieszkaj-w-pobiedziskach-4-pok-94m2-ogrodek-2-mp-30-min-poznan-ID4zDCM
67641051,dom,!HIT! M4 94m2 w zab. szereg. z OGRODEM| Zamieszkaj 30min od Poznania!,94,4,,606000,6447,,Pobiedziska,Pobiedziska,,52.47489,17.27632,24.4,19.9,Miłostowo,24.45,Mogileńska,14.9,Kobylnica,27.61,https://www.otodom.pl/pl/oferta/hit-m4-94m2-w-zab-szereg-z-ogrodem-zamieszkaj-30min-od-poznania-ID4zOvH
67893163,dom,4-pokojowy dom 89m2 Bezpośrednio,89.12,4,,609000,6833,św. Jana,Gwiazdowo,Gwiazdowo,Forall Gwiazdowo,52.41763,17.21036,18.8,14.11,Miłostowo,18.73,Mogileńska,13.34,Swarzędz,23.47,https://www.otodom.pl/pl/oferta/4-pokojowy-dom-89m2-bezposrednio-ID4AS71
66335920,dom,4-pokojowy dom 80m2 + ogródek Bezpośrednio,80.15,4,,609000,7598,Radiowa,Koninko,Koninko,Koninko (domy),52.30313,17.02308,13.2,8.85,Franowo,16.16,Szwedzka,2.41,Gądki,20.45,https://www.otodom.pl/pl/oferta/4-pokojowy-dom-80m2-ogrodek-bezposrednio-ID4ul0c
67893165,dom,4-pokojowy dom 89m2 Bez Pośredników,89.12,4,,609000,6833,św. Jana,Gwiazdowo,Gwiazdowo,Forall Gwiazdowo,52.41763,17.21036,18.8,14.11,Miłostowo,18.73,Mogileńska,13.34,Swarzędz,23.47,https://www.otodom.pl/pl/oferta/4-pokojowy-dom-89m2-bez-posrednikow-ID4AS73
67859055,dom,Domy z ogródkami w spokojnej okolicy | 89 m² | Gwiazdowo,89.12,4,,609000,6833,ul. św. Jana,Gwiazdowo,Gwiazdowo,,52.41773,17.21119,18.9,14.17,Miłostowo,18.73,Mogileńska,13.33,Swarzędz,23.46,https://www.otodom.pl/pl/oferta/domy-z-ogrodkami-w-spokojnej-okolicy-89-m-gwiazdowo-ID4AJeT
