id,type,title,area_m2,rooms,floor,price_zl,price_per_m2,street,district,city,project,lat,lon,dist_km,dist_tram,tram_name,drive_tram_km,drive_tram_name,drive_rail_km,drive_rail_name,drive_ratusz_km,url
68187447,dom,✅Gołuski/Dom Na Końcu Ulicy/Ostatni Wolny Lokal ✅,105.02,5,,799000,7608,,Gołuski,Gołuski,,52.35944,16.74682,13.8,6.54,Junikowo,8.75,Cmentarna,3.2,Palędzie,18.91,https://www.otodom.pl/pl/oferta/goluski-dom-na-koncu-ulicy-ostatni-wolny-lokal-ID4C6Fx
68183350,dom,Dom ostatni lokal do zakupu /światłowód/gaz/5 pok.,105.02,5,,799000,7608,,Gołuski,Gołuski,,52.35997,16.74547,13.9,6.6,Junikowo,8.72,Cmentarna,3.18,Palędzie,18.89,https://www.otodom.pl/pl/oferta/dom-ostatni-lokal-do-zakupu-swiatlowod-gaz-5-pok-ID4C5Bs
68182029,dom,"Przytulny bliźniak z ogródkiem, świetna okolica",98,5,,799000,8153,,Zakrzewo,Zakrzewo,,52.39419,16.72483,14.3,7.55,Junikowo,9.74,Cmentarna,5.34,Palędzie,21.35,https://www.otodom.pl/pl/oferta/przytulny-blizniak-z-ogrodkiem-swietna-okolica-ID4C5g9
68069266,dom,Nowa kameralna inwestycja | bliźniaki blisko PKP,106.2,5,,799000,7524,ul. Ogrodowa,Dopiewiec,Dopiewiec,,52.36157,16.70803,16.2,8.94,Junikowo,11.97,Cmentarna,5.0,Palędzie,24.75,https://www.otodom.pl/pl/oferta/nowa-kameralna-inwestycja-blizniaki-blisko-pkp-ID4BBWo
68177374,dom,"Funkcjonalny z ogródkiem, dobry dojazd do centrum",100,5,,799000,7990,,Dąbrówka,Dąbrówka,,52.38513,16.74388,13.1,6.16,Junikowo,8.08,Cmentarna,3.37,Palędzie,23.23,https://www.otodom.pl/pl/oferta/funkcjonalny-z-ogrodkiem-dobry-dojazd-do-centrum-ID4C434
65515479,dom,"Gotowy dom nad jeziorem, 25 minut od Poznania GRATIS Antresola i Ogród",118.5,4,,799000,6743,,Sapowice,Sapowice,,52.28176,16.61772,25.7,18.59,Junikowo,31.01,Rondo Skubiszewskiego,7.28,Stęszew,36.9,https://www.otodom.pl/pl/oferta/gotowy-dom-nad-jeziorem-25-minut-od-poznania-gratis-antresola-i-ogrod-ID4qTzh
64953554,dom,4-pokojowy dom w zabudowie bliźniaczej,106,4,,799000,7538,ul. Jodłowa,Kiekrz,Kiekrz,,52.49843,16.77144,14.9,10.6,Os. Sobieskiego,18.13,Os. Sobieskiego,2.7,Rokietnica,23.69,https://www.otodom.pl/pl/oferta/4-pokojowy-dom-w-zabudowie-blizniaczej-ID4oxnY
68163205,dom,"Funkcjonalny bliźniak, dobry dojazd do Poznania",99,5,,799000,8071,,Tarnowo Podgórne,Tarnowo Podgórne,,52.44947,16.67143,18.4,13.27,Junikowo,17.8,Cmentarna,15.52,Kiekrz,21.77,https://www.otodom.pl/pl/oferta/funkcjonalny-blizniak-dobry-dojazd-do-poznania-ID4C0mx
66256968,dom,Dom blisko Poznania odbiór _III_Q_2026,118,4,,799000,6771,,Sapowice,Sapowice,,52.28176,16.61772,25.7,18.59,Junikowo,31.01,Rondo Skubiszewskiego,7.28,Stęszew,36.9,https://www.otodom.pl/pl/oferta/dom-blisko-poznania-odbior-iii-q-2026-ID4u0sM
65892647,dom,Dom z ogrodem od południa! Ogrzewanie podłogowe na parterze i piętrze!,85.45,3,,799000,9350,,Swarzędz,Swarzędz,,52.4076,17.07351,9.5,4.81,Miłostowo,7.54,Mogileńska,2.12,Swarzędz,12.28,https://www.otodom.pl/pl/oferta/dom-z-ogrodem-od-poludnia-ogrzewanie-podlogowe-na-parterze-i-pietrze-ID4stGD
68158819,dom,"Rodzinny dom z ogródkiem, atrakcyjna lokalizacja",100,5,,799000,7990,,Dąbrowa,Dąbrowa,,52.40492,16.74679,12.7,6.41,Junikowo,9.23,Cmentarna,6.4,Palędzie,14.51,https://www.otodom.pl/pl/oferta/rodzinny-dom-z-ogrodkiem-atrakcyjna-lokalizacja-ID4BZdN
68151690,dom,"Funkcjonalny, atrakcyjne osiedle, blisko las",100,5,,799000,7990,,Rokietnica,Rokietnica,,52.51359,16.74704,17.2,12.78,Os. Sobieskiego,16.29,Os. Sobieskiego,2.38,Rokietnica,24.7,https://www.otodom.pl/pl/oferta/funkcjonalny-atrakcyjne-osiedle-blisko-las-ID4BXmO
68150391,dom,"Połówka bliźniaka, dobra lokalizacja, spory ogród",99,5,,799000,8071,,Lusowo,Lusowo,,52.43279,16.70535,15.7,10.34,Junikowo,12.23,Cmentarna,9.24,Kiekrz,18.86,https://www.otodom.pl/pl/oferta/polowka-blizniaka-dobra-lokalizacja-spory-ogrod-ID4BX1R
67894209,dom,"3 sypialnie, działki 160-520 m2, bez PCC&amp;prowi",104.9,4,,799000,7617,Chabrowa,Komorniki,Komorniki,,52.33673,16.79214,12.5,5.96,Junikowo,7.16,Cmentarna,4.1,Szreniawa,14.54,https://www.otodom.pl/pl/oferta/3-sypialnie-dzialki-160-520-m2-bez-pcc-ampprowi-ID4ASnT
68146451,dom,"Przytulny bliźniak, dobra lokalizacja, blisko las",99,5,,799000,8071,,Komorniki,Komorniki,,52.33583,16.80778,11.7,5.62,Junikowo,7.17,Cmentarna,2.8,Szreniawa,13.23,https://www.otodom.pl/pl/oferta/przytulny-blizniak-dobra-lokalizacja-blisko-las-ID4BV0j
68141540,dom,"Funkcjonalny, atrakcyjne osiedle, blisko las",100,5,,799000,7990,,Skórzewo,Skórzewo,,52.3903,16.79074,9.9,3.07,Junikowo,4.65,Cmentarna,6.84,Palędzie,11.9,https://www.otodom.pl/pl/oferta/funkcjonalny-atrakcyjne-osiedle-blisko-las-ID4BUJ6
68137862,dom,"Atrakcyjny z dużym ogródekiem, dobra lokalizacja",100,5,,799000,7990,,Palędzie,Palędzie,,52.37054,16.74283,13.6,6.4,Junikowo,9.53,Cmentarna,1.72,Palędzie,25.27,https://www.otodom.pl/pl/oferta/atrakcyjny-z-duzym-ogrodekiem-dobra-lokalizacja-ID4BTLM
68132661,dom,Funkcjonalny bliźniak w doskonałej lokalizacji,99,5,,799000,8071,,Dąbrówka,Dąbrówka,,52.38437,16.7448,13.1,6.1,Junikowo,8.11,Cmentarna,3.36,Palędzie,23.26,https://www.otodom.pl/pl/oferta/funkcjonalny-blizniak-w-doskonalej-lokalizacji-ID4BSpT
65978414,dom,"NOWE osiedle pod Swarzędzem! Nowoczesna architektura, blisko zieleni!",85.6,4,,799000,9334,,Jasin,Swarzędz,,52.40689,17.10572,11.7,6.99,Miłostowo,8.55,Mogileńska,3.15,Swarzędz,13.29,https://www.otodom.pl/pl/oferta/nowe-osiedle-pod-swarzedzem-nowoczesna-architektura-blisko-zieleni-ID4sPZY
68127492,dom,"Solidny dom, wszystkie media, blisko las",100,5,,799000,7990,,Dopiewiec,Dopiewiec,,52.36134,16.70748,16.2,8.98,Junikowo,11.93,Cmentarna,4.96,Palędzie,24.72,https://www.otodom.pl/pl/oferta/solidny-dom-wszystkie-media-blisko-las-ID4BR4v
96813786200067,dom,"Atrakcyjny z dużym ogródekiem, dobra lokalizacja",100,5,,799000,7990,,Palędzie,Palędzie,,52.37054,16.74283,13.6,6.4,Junikowo,9.53,Cmentarna,1.72,Palędzie,25.27,https://www.otodom.pl/pl/oferta/atrakcyjny-z-duzym-ogrodekiem-dobra-lokalizacja-ID4BTLM
68125090,dom,"Przytulny dom z ogródkiem, atrakcyjna okolica",99,5,,799000,8071,,Przeźmierowo,Przeźmierowo,,52.42452,16.78829,10.0,5.53,Junikowo,6.75,Cmentarna,7.49,Kiekrz,13.4,https://www.otodom.pl/pl/oferta/przytulny-dom-z-ogrodkiem-atrakcyjna-okolica-ID4BQrM
68124842,dom,Dom w zabudowie dwulokalowej 112 m2 z ogródkiem - Konarskie,112,4,,799000,7134,"Konarskie, Huby",Kórnik,Konarskie,,52.24811,17.08378,20.5,15.87,Franowo,18.58,Szwedzka,7.26,Gądki,22.88,https://www.otodom.pl/pl/oferta/dom-w-zabudowie-dwulokalowej-112-m2-z-ogrodkiem-konarskie-ID4BQnM
68007993,dom,Bliźniak 106m2+Ogród 330m2 + strych ok.25m2,106,5,,799000,7538,ul. Rumcajsa,Dopiewiec,Dopiewiec,,52.37434,16.67856,17.7,10.65,Junikowo,14.68,Cmentarna,7.71,Palędzie,28.08,https://www.otodom.pl/pl/oferta/blizniak-106m2-ogrod-330m2-strych-ok-25m2-ID4BlZ7
68105537,dom,Rodzinny i funkcjonalny - dobry dojazd do miasta,100,5,,799000,7990,,Sady,Sady,,52.45015,16.72851,14.7,10.32,Junikowo,13.01,Cmentarna,6.66,Kiekrz,16.98,https://www.otodom.pl/pl/oferta/rodzinny-i-funkcjonalny-dobry-dojazd-do-miasta-ID4BLmp
67639259,dom,Kiekrz – nowoczesny bliźniak z dużym ogrodem w zielonej okolicy,106.38,4,,799000,7511,,Rogierówko,Kiekrz,,52.48637,16.75093,15.1,11.54,Os. Sobieskiego,17.92,Os. Sobieskiego,3.52,Kiekrz,23.48,https://www.otodom.pl/pl/oferta/kiekrz-nowoczesny-blizniak-z-duzym-ogrodem-w-zielonej-okolicy-ID4zO3N
68060887,dom,Dom ostatni lokal do zakupu /światłowód/gaz/5 pok.,105.02,5,,799000,7608,,Gołuski,Gołuski,,52.35997,16.74547,13.9,6.6,Junikowo,8.72,Cmentarna,3.18,Palędzie,18.89,https://www.otodom.pl/pl/oferta/dom-ostatni-lokal-do-zakupu-swiatlowod-gaz-5-pok-ID4BzKf
68075454,dom,"Kompaktowy bliźniak z ogródkiem, blisko Poznania",98,5,,799000,8153,,Gołuski,Gołuski,,52.35555,16.75349,13.6,6.33,Junikowo,8.68,Cmentarna,3.13,Palędzie,18.5,https://www.otodom.pl/pl/oferta/kompaktowy-blizniak-z-ogrodkiem-blisko-poznania-ID4BDxc
68024727,dom,Komfortowy Funkcjonalny | Szybki dojazd do centrum,100,5,,799000,7990,,Zakrzewo,Zakrzewo,,52.39419,16.72483,14.3,7.55,Junikowo,9.74,Cmentarna,5.34,Palędzie,21.35,https://www.otodom.pl/pl/oferta/komfortowy-funkcjonalny-szybki-dojazd-do-centrum-ID4Bql1
68017873,dom,Rodzinny i funkcjonalny - dobry dojazd do miasta,98,5,,799000,8153,,Sady,Sady,,52.45015,16.72851,14.7,10.32,Junikowo,13.01,Cmentarna,6.66,Kiekrz,16.98,https://www.otodom.pl/pl/oferta/rodzinny-i-funkcjonalny-dobry-dojazd-do-miasta-ID4Boyt
67964394,dom,"✅Komorniki - Bylin /  Lokal 126,05 m ✅",126.05,5,,799000,6339,ul. Boczna,Tulce,Komorniki,,52.33491,16.86712,9.3,4.9,Dębiec PKM,5.29,Dębiec PKM,2.69,Luboń koło Poznania,10.47,https://www.otodom.pl/pl/oferta/komorniki-bylin-lokal-126-05-m-ID4BaDU
67015784,mieszkanie,Dwupoziomowe mieszkanie 117m2 w kameralnej okolicy,117.22,5,1,799900,6824,Skarszewska,Smochowice,Poznań,,52.42847,16.82155,7.9,4.35,Ogrody,4.88,Ogrody,7.98,Kiekrz,9.39,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-117m2-w-kameralnej-okolicy-ID4xbRK
67936988,dom,Promnice - dom w zabudowie bliźniaczej 128m2 w zielonej okolicy,128,5,,800000,6250,,Promnice,Promnice,,52.55292,16.96365,16.2,10.39,Os. Sobieskiego,13.83,Błażeja,2.36,Bolechowo,20.28,https://www.otodom.pl/pl/oferta/promnice-dom-w-zabudowie-blizniaczej-128m2-w-zielonej-okolicy-ID4B3wS
67833290,dom,Nowy dom dwulokalowy 95 m2 +18 m2poddasze Skórzewo,95,4,,800000,8421,Życzliwa,Skórzewo,Skórzewo,,52.39179,16.77008,11.2,4.48,Junikowo,6.3,Cmentarna,6.48,Palędzie,13.55,https://www.otodom.pl/pl/oferta/nowy-dom-dwulokalowy-95-m2-18-m2poddasze-skorzewo-ID4ACxk
68139828,mieszkanie,Przestronne 3 Pokoje - 2 Łazienki - Garderoba // Szybki termin odbioru,82.83,3,1,804107,9708,ul. Naramowicka,Winogrady,Poznań,,52.43554,16.94714,3.2,0.07,Włodarska,0.08,Włodarska,3.22,Poznań Wschód,4.22,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-2-lazienki-garderoba-szybki-termin-odbioru-ID4BUhu
68039321,dom,"Dom w Szczytnikach z użytkowym strychem, 3 miejscami parkingowymi",105,5,,810000,7714,ul. Wesoła,Szczytniki,Szczytniki,,52.30901,17.00165,12.0,7.86,Unii Lubelskiej,10.88,Starołęka PKM,4.2,Gądki,22.24,https://www.otodom.pl/pl/oferta/dom-w-szczytnikach-z-uzytkowym-strychem-3-miejscami-parkingowymi-ID4Bu8p
68115983,dom,dom gotowy do zakupu 6 pokoi/ gaz/,135.69,6,,810000,5969,Rydla,Luboń,Luboń,,52.32956,16.88295,9.4,5.03,Dębiec PKM,5.58,Dębiec PKM,1.97,Luboń koło Poznania,10.53,https://www.otodom.pl/pl/oferta/dom-gotowy-do-zakupu-6-pokoi-gaz-ID4BO4T
67817687,dom,dom gotowy do zakupu 6 pokoi/ gaz/,135.69,6,,810000,5969,Rydla,Luboń,Luboń,,52.32956,16.88295,9.4,5.03,Dębiec PKM,5.58,Dębiec PKM,1.97,Luboń koło Poznania,10.53,https://www.otodom.pl/pl/oferta/dom-gotowy-do-zakupu-6-pokoi-gaz-ID4AytF
68145959,dom,✅W  Centrum Plewisk/II Etap / Lokal 11 ✅,99,5,,815000,8232,Bursztynowa,Plewiska,Plewiska,,52.36504,16.79744,10.4,3.27,Junikowo,3.91,Cmentarna,5.74,Palędzie,11.86,https://www.otodom.pl/pl/oferta/w-centrum-plewisk-ii-etap-lokal-11-ID4BWSn
68145958,dom,✅W  Centrum Plewisk/II Etap / Lokal 15 ✅,99,5,,815000,8232,Bursztynowa,Plewiska,Plewiska,,52.36504,16.79744,10.4,3.27,Junikowo,3.91,Cmentarna,5.74,Palędzie,11.86,https://www.otodom.pl/pl/oferta/w-centrum-plewisk-ii-etap-lokal-15-ID4BWSm
68110835,dom,✅W  Centrum Plewisk/II Etap / Lokal 11 ✅,99,5,,815000,8232,,Komorniki,Plewiska,,52.36504,16.79744,10.4,3.27,Junikowo,3.91,Cmentarna,5.74,Palędzie,11.86,https://www.otodom.pl/pl/oferta/w-centrum-plewisk-ii-etap-lokal-11-ID4BMJR
68110837,dom,✅W  Centrum Plewisk/II Etap / Lokal 15 ✅,99,5,,815000,8232,,Komorniki,Plewiska,,52.36504,16.79744,10.4,3.27,Junikowo,3.91,Cmentarna,5.74,Palędzie,11.86,https://www.otodom.pl/pl/oferta/w-centrum-plewisk-ii-etap-lokal-15-ID4BMJT
68061067,mieszkanie,Rodzinne piętrowe 3pok 86m2| Duży Słoneczny Taras!,86.03,3,5,816425,9490,Jasielska,Podolany,Poznań,,52.44377,16.89437,4.8,1.15,Piątkowska,1.6,Lutycka Szpital,7.48,Poznań Wschód,6.25,https://www.otodom.pl/pl/oferta/rodzinne-pietrowe-3pok-86m2-duzy-sloneczny-taras-ID4BzN9
68163219,mieszkanie,"MEGA RABAT 9,5k/m2 | Dwupoziomowe | Taras na dachu 20m2 | GOTOWE",86.03,4,5,816425,9490,,Podolany,Poznań,,52.4439,16.89529,4.7,1.09,Piątkowska,1.56,Lutycka Szpital,7.44,Poznań Wschód,6.21,https://www.otodom.pl/pl/oferta/mega-rabat-9-5k-m2-dwupoziomowe-taras-na-dachu-20m2-gotowe-ID4C0mL
66932612,dom,Dom z zabudowie szeregowej,96.64,6,,816600,8450,ul. Rzymska,Tarnowo Podgórne,Tarnowo Podgórne,Osiedle Nowe Tarnowo (domy),52.47544,16.66278,19.8,15.49,Junikowo,18.66,Cmentarna,11.56,Kiekrz,22.63,https://www.otodom.pl/pl/oferta/dom-z-zabudowie-szeregowej-ID4vQeg
66332598,mieszkanie,4-pokojowe mieszkanie 87m2 + taras Bez Pośredników,87.49,4,4,818342,9354,Bielicowa,Naramowice,Poznań,Naramowice Odnova,52.44846,16.96199,4.9,1.15,Os. Łokietka,1.71,Naramowice,5.43,Poznań Wschód,6.83,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-87m2-taras-bez-posrednikow-ID4uk8C
67526139,dom,"Wysoki standard, Spokojna okolica, Super położenie względem dojazdów.",121,6,,819000,6769,ul. Pogodna,Głuchowo,Głuchowo,,52.34841,16.77379,12.7,5.69,Junikowo,7.68,Cmentarna,4.79,Palędzie,15.88,https://www.otodom.pl/pl/oferta/wysoki-standard-spokojna-okolica-super-polozenie-wzgledem-dojazdow-ID4zkDh
67968397,dom,3-4 ETAP| OSTATNIE 3 Lokale 135 m² | DZIAŁKA OK. 500 m² | PROMOCJA,135,4,,819000,6067,Diamentowa 17,Jerzykowo,Jerzykowo,,52.47901,17.18268,18.6,14.42,Miłostowo,18.94,Mogileńska,9.39,Kobylnica,22.09,https://www.otodom.pl/pl/oferta/3-4-etap-ostatnie-3-lokale-135-m-dzialka-ok-500-m-promocja-ID4BbGt
96796839700067,dom,3-4 ETAP| OSTATNIE 3 Lokale 135 m² | DZIAŁKA OK. 500 m² | PROMOCJA,135,4,,819000,6067,Diamentowa 17,Jerzykowo,Jerzykowo,,52.47901,17.18268,18.6,14.42,Miłostowo,18.94,Mogileńska,9.39,Kobylnica,22.09,https://www.otodom.pl/pl/oferta/3-4-etap-ostatnie-3-lokale-135-m-dzialka-ok-500-m-promocja-ID4BbGt
68047747,dom,Sierosław bliźniak 110 m2 działka 356 m2 gotowy na wrzesień 2026 roku!,110,4,,819000,7445,,Sierosław,Sierosław,,52.40277,16.67953,17.2,10.74,Junikowo,13.5,Cmentarna,10.13,Palędzie,22.52,https://www.otodom.pl/pl/oferta/sieroslaw-blizniak-110-m2-dzialka-356-m2-gotowy-na-wrzesien-2026-roku-ID4Bvkj
66788289,dom,"OAZA Jelonek, nowe segmenty pod Poznaniem",93,4,,819000,8806,,Suchy Las,Jelonek,,52.47578,16.8837,8.2,2.63,Os. Sobieskiego,3.39,Os. Sobieskiego,4.52,Złotniki,9.94,https://www.otodom.pl/pl/oferta/oaza-jelonek-nowe-segmenty-pod-poznaniem-ID4veGt
68145960,dom,✅W  Centrum Plewisk/ Etap Trzeci ✅,99,5,,820000,8283,Bursztynowa,Plewiska,Plewiska,,52.36504,16.79744,10.4,3.27,Junikowo,3.91,Cmentarna,5.74,Palędzie,11.86,https://www.otodom.pl/pl/oferta/w-centrum-plewisk-etap-trzeci-ID4BWSo
68110836,dom,✅W  Centrum Plewisk/ Etap Trzeci ✅,99,5,,820000,8283,,Komorniki,Plewiska,,52.36504,16.79744,10.4,3.27,Junikowo,3.91,Cmentarna,5.74,Palędzie,11.86,https://www.otodom.pl/pl/oferta/w-centrum-plewisk-etap-trzeci-ID4BMJS
96811083600067,dom,✅W  Centrum Plewisk/ Etap Trzeci ✅,99,5,,820000,8283,,Komorniki,Plewiska,,52.36504,16.79744,10.4,3.27,Junikowo,3.91,Cmentarna,5.74,Palędzie,11.86,https://www.otodom.pl/pl/oferta/w-centrum-plewisk-etap-trzeci-ID4BMJS
66723767,dom,"DOM 96,41 m2 w spokojnej lokalizacji, Czerwonak.",96.41,4,,820000,8505,ul. zaułek,Czerwonak,Czerwonak,,52.46585,16.99693,7.7,3.73,Błażeja,8.75,Lechicka/Naramowicka,1.73,Czerwonak,10.86,https://www.otodom.pl/pl/oferta/dom-96-41-m2-w-spokojnej-lokalizacji-czerwonak-ID4wXTN
67400479,dom,Dom 94 m2 z dużą działką,94.23,4,,820000,8702,Błyszcząca,Kamionki,Kamionki,,52.28148,16.99664,14.7,10.59,Unii Lubelskiej,12.64,Starołęka PKM,7.35,Gądki,23.58,https://www.otodom.pl/pl/oferta/dom-94-m2-z-duza-dzialka-ID4yNVw
67536492,dom,Parterowy dom w zabudowie bliźniaczej,99.04,4,,820000,8279,Podgórna,Góra,Góra,,52.48474,16.65797,20.5,16.43,Junikowo,19.73,Cmentarna,12.63,Kiekrz,23.7,https://www.otodom.pl/pl/oferta/parterowy-dom-w-zabudowie-blizniaczej-ID4znkg
68196662,dom,"Komfortowy Dom 108,7 m2, 5 sypialni, duży salon, taras i ogród, GOTOWY",108.74,6,,825000,7587,ul. Przystaniowa,Lusówko,Lusówko,,52.43958,16.64046,20.2,14.57,Junikowo,20.61,Cmentarna,18.33,Kiekrz,24.58,https://www.otodom.pl/pl/oferta/komfortowy-dom-108-7-m2-5-sypialni-duzy-salon-taras-i-ogrod-gotowy-ID4C94a
68138003,dom,Sprzedam Dom dwulokalowy blizniak w Skorzewie,105,4,,825000,7857,,Skórzewo,Skórzewo,,52.3903,16.79074,9.9,3.07,Junikowo,4.65,Cmentarna,6.84,Palędzie,11.9,https://www.otodom.pl/pl/oferta/sprzedam-dom-dwulokalowy-blizniak-w-skorzewie-ID4BTO3
68109631,mieszkanie,Duże mieszkanie dwu poziomowe z ogródkiem! PCC 0%! Prowizja 0%!,82.67,4,0,826700,10000,Jasielska,Podolany,Poznań,,52.44412,16.89438,4.8,1.16,Piątkowska,1.62,Lutycka Szpital,7.5,Poznań Wschód,6.28,https://www.otodom.pl/pl/oferta/duze-mieszkanie-dwu-poziomowe-z-ogrodkiem-pcc-0-prowizja-0-ID4BMqr
66332572,mieszkanie,4-pokojowe mieszkanie 87m2 + taras Bez Prowizji,87.46,4,4,826709,9452,Bielicowa,Naramowice,Poznań,Naramowice Odnova,52.44846,16.96199,4.9,1.15,Os. Łokietka,1.71,Naramowice,5.43,Poznań Wschód,6.83,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-87m2-taras-bez-prowizji-ID4uk8c
68173246,mieszkanie,Komfortowe 4 pokoje w centrum Jeżyc,80.16,4,,828000,10329,ul. Klemensa Janickiego,Jeżyce,Poznań,,52.41708,16.89549,2.8,0.33,Polna,0.47,Polna,3.78,Poznań Główny,3.61,https://www.otodom.pl/pl/oferta/komfortowe-4-pokoje-w-centrum-jezyc-ID4C2Yu
68088282,dom,Osiedle Przyjazna - Funkcjonalne domy w Poznaniu,111.82,5,,829000,7414,Przyjazna,Spławie,Poznań,,52.34532,17.02144,9.2,4.26,Franowo,7.09,Szwedzka,5.21,Poznań Krzesiny,11.39,https://www.otodom.pl/pl/oferta/osiedle-przyjazna-funkcjonalne-domy-w-poznaniu-ID4BGS6
65866357,dom,"Nowy dom 118,74m2 z garażem i ogrodem PROMOCJA",118.74,5,,829000,6982,,Swarzędz,Swarzędz,,52.4076,17.07351,9.5,4.81,Miłostowo,7.54,Mogileńska,2.12,Swarzędz,12.28,https://www.otodom.pl/pl/oferta/nowy-dom-118-74m2-z-garazem-i-ogrodem-promocja-ID4smQB
67583983,dom,DOM Z GARAŻEM,123,5,,829000,6740,,Swarzędz,Swarzędz,,52.4076,17.07351,9.5,4.81,Miłostowo,7.54,Mogileńska,2.12,Swarzędz,12.28,https://www.otodom.pl/pl/oferta/dom-z-garazem-ID4zzGf
68014468,dom,Nowa inwestycja OAZA Jelonek premium,93,4,,829000,8914,,Jelonek,Jelonek,,52.48391,16.85792,9.8,4.59,Os. Sobieskiego,5.89,Os. Sobieskiego,2.19,Złotniki,11.03,https://www.otodom.pl/pl/oferta/nowa-inwestycja-oaza-jelonek-premium-ID4BnFy
67526456,dom,NOWOCZESNY DOM DLA RODZINY W ZACISZU NATURY,110,5,,829000,7536,,Niepruszewo,Niepruszewo,,52.38035,16.60985,22.2,15.26,Junikowo,20.81,Cmentarna,9.13,Buk,29.83,https://www.otodom.pl/pl/oferta/nowoczesny-dom-dla-rodziny-w-zaciszu-natury-ID4zkIo
67907953,mieszkanie,Nowy dom dwulokalowy 95 m2 +18m2 poddasze Skórzewo,95,4,0,830000,8737,Życzliwa,Skórzewo,Skórzewo,,52.39155,16.76976,11.3,4.49,Junikowo,6.3,Cmentarna,6.48,Palędzie,13.55,https://www.otodom.pl/pl/oferta/nowy-dom-dwulokalowy-95-m2-18m2-poddasze-skorzewo-ID4AWXz
68105467,dom,"Parterowy dom w otoczeniu lasu, jezior i Warty",100.2,4,,830000,8283,,Czołowo,Kórnik,,52.24038,17.04382,20.1,15.97,Franowo,22.23,Szwajcarska,10.19,Gądki,25.81,https://www.otodom.pl/pl/oferta/parterowy-dom-w-otoczeniu-lasu-jezior-i-warty-ID4BLlh
66436713,dom,"Błażejewko pod lasem, urządzony ogród, w.standard",95.26,4,,830000,8713,Błażejewo,Kórnik,Błażejewo,,52.24811,17.08378,20.5,15.87,Franowo,18.58,Szwedzka,7.26,Gądki,22.88,https://www.otodom.pl/pl/oferta/blazejewko-pod-lasem-urzadzony-ogrod-w-standard-ID4uLdT
96810546700067,dom,"Parterowy dom w otoczeniu lasu, jezior i Warty",100.2,4,,830000,8283,,Czołowo,Kórnik,,52.24038,17.04382,20.1,15.97,Franowo,22.23,Szwajcarska,10.19,Gądki,25.81,https://www.otodom.pl/pl/oferta/parterowy-dom-w-otoczeniu-lasu-jezior-i-warty-ID4BLlh
66476834,dom,"Błażejewko pod lasem, urządzony ogród, w.standard",95.26,4,,830000,8713,,Błażejewo,Błażejewo,,52.20185,17.10062,25.6,21.1,Franowo,24.2,Szwedzka,7.11,Zaniemyśl,28.5,https://www.otodom.pl/pl/oferta/blazejewko-pod-lasem-urzadzony-ogrod-w-standard-ID4uWF0
68144607,dom,dom z cegły klinkerowej ogród urządzony podłogówka,95.26,4,,830000,8713,,Błażejewo,Błażejewo,,52.20227,17.10221,25.6,21.09,Franowo,24.08,Szwedzka,6.98,Zaniemyśl,28.38,https://www.otodom.pl/pl/oferta/dom-z-cegly-klinkerowej-ogrod-urzadzony-podlogowka-ID4BWvz
68085760,dom,"Bliźniak 106,6 m2 -duża działka 500 m2 - GARDEROBA - Strych- ogrz. GAZ",106.6,4,,830000,7786,,Mrowino,Mrowino,,52.51236,16.69303,20.0,16.11,Os. Sobieskiego,20.52,Ogrody,6.27,Rokietnica,25.03,https://www.otodom.pl/pl/oferta/blizniak-106-6-m2-duza-dzialka-500-m2-garderoba-strych-ogrz-gaz-ID4BGdq
67003140,dom,DOMY pomiędzy Lasem a Jeziorem ! Wysoki STANDARD,95.26,4,,830000,8713,,Kórnik,Kórnik,,52.24811,17.08378,20.5,15.87,Franowo,18.58,Szwedzka,7.26,Gądki,22.88,https://www.otodom.pl/pl/oferta/domy-pomiedzy-lasem-a-jeziorem-wysoki-standard-ID4x8zO
65566232,dom,Gotowy dom z urządzonym ogrodem!,95,4,,830000,8737,,Kórnik,Kórnik,,52.24677,17.09013,20.9,16.17,Franowo,18.66,Szwedzka,7.34,Gądki,22.96,https://www.otodom.pl/pl/oferta/gotowy-dom-z-urzadzonym-ogrodem-ID4r6LS
68104625,dom,Atrakcyjny dom w Tarnowie Podgórnym,98.91,5,,830844,8400,,Tarnowo Podgórne,Tarnowo Podgórne,,52.46231,16.68282,18.0,13.51,Junikowo,16.57,Cmentarna,14.29,Kiekrz,20.54,https://www.otodom.pl/pl/oferta/atrakcyjny-dom-w-tarnowie-podgornym-ID4BL7H
68002969,mieszkanie,4-pokojowe mieszkanie 80m2 + 4 balkony,80.29,4,3,831503,10356,Mateckiego,Piątkowo,Poznań,Osiedle Mateckiego 4all,52.46281,16.8983,6.5,1.29,Os. Sobieskiego,1.55,Os. Sobieskiego,6.53,Złotniki,7.7,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-80m2-4-balkony-ID4BkG5
